noise_level,A_fit,k_fit,chi_squared
y_noise_1,4.714813880431482,0.9183078508212074,0.7906732087457324
y_noise_2,5.063888699407368,0.7303962598356716,3.6493823840389004
y_noise_3,5.60939599685888,0.8703719549100263,10.41020728834891
y_noise_4,5.738726736265814,0.7259648925859711,12.626832435376334
y_noise_5,4.943458497691615,0.6950119251606057,28.53812436906752
